InventoryID,DateKey,ProductKey,WarehouseKey,SupplierKey,OpeningStock,StockReceived,StockIssued,ClosingStock,ReorderLevel,SafetyStock,InventoryValue,InventoryStatus,DailyDemand,InventoryTurnover,DaysOfInventory,WarehouseUtilizationPct,CarryingCost,StockAgeDays,ExpiredInventory
17255,20250608,2,1,1,86199,1621,1316,86504,12436,9212,9342432,Healthy,1316,0.02,65.73,48.06,140136.48,44,0
17256,20250608,3,1,2,79895,1017,946,79966,8939,6622,10555512,Healthy,946,0.01,84.53,44.43,158332.68,10,0
17257,20250608,5,2,3,62145,378,297,62226,2806,2079,15432048,Healthy,297,0.0,209.52,41.48,231480.72,87,261
17258,20250608,6,2,3,101751,565,538,101778,5084,3766,21882270,Healthy,538,0.01,189.18,67.85,328234.05,85,568
17259,20250608,7,2,4,86057,878,902,86033,8523,6314,16174204,Healthy,902,0.01,95.38,57.36,242613.06,26,0
17260,20250608,8,2,4,82766,940,696,83010,6577,4872,30298650,Healthy,696,0.01,119.27,55.34,454479.75,15,0
17261,20250608,9,3,5,41084,624,555,41153,5244,3885,9876720,Healthy,555,0.01,74.15,34.29,148150.8,27,0
17262,20250608,10,3,5,33203,165,158,33210,1493,1106,16937100,Healthy,158,0.0,210.19,27.68,254056.5,16,0
17263,20250608,11,3,6,32441,255,196,32500,1852,1372,4810000,Healthy,196,0.01,165.82,27.08,72150.0,34,0
17264,20250608,13,4,7,24834,68,66,24836,623,462,33528600,Healthy,66,0.0,376.3,27.6,502929.0,44,0
17265,20250608,14,4,8,25735,191,164,25762,1549,1148,48432560,Healthy,164,0.01,157.09,28.62,726488.4,85,151
17266,20250608,15,4,9,25603,86,75,25614,708,525,62754300,Healthy,75,0.0,341.52,28.46,941314.5,57,0
17267,20250608,16,4,10,46805,460,417,46848,3940,2919,29045760,Healthy,417,0.01,112.35,52.05,435686.4,7,0
17268,20250608,17,5,11,30531,172,155,30548,1464,1085,1466304,Healthy,155,0.01,197.08,43.64,21994.56,80,231
17269,20250608,18,5,12,30350,311,282,30379,2664,1974,121516,Healthy,282,0.01,107.73,43.4,1822.74,82,115
17270,20250608,19,5,13,25942,174,149,25967,1408,1043,467406,Healthy,149,0.01,174.28,37.1,7011.09,12,0
17271,20250608,20,6,14,25884,116,105,25895,992,735,673270,Healthy,105,0.0,246.62,51.79,10099.05,16,0
17272,20250608,21,6,15,27271,197,151,27317,1426,1057,409755,Healthy,151,0.01,180.91,54.63,6146.32,10,0
17273,20250608,22,6,16,14152,47,41,14158,387,287,481372,Healthy,41,0.0,345.32,28.32,7220.58,54,0
17274,20250609,1,1,1,95505,582,421,95666,3978,2947,7844612,Healthy,421,0.0,227.24,53.15,117669.18,5,0
17275,20250609,2,1,1,86504,318,303,86519,2863,2121,9344052,Healthy,303,0.0,285.54,48.07,140160.78,54,0
17276,20250609,3,1,2,79966,390,314,80042,2967,2198,10565544,Healthy,314,0.0,254.91,44.47,158483.16,39,0
17277,20250609,4,1,2,70879,375,288,70966,2721,2016,12490016,Healthy,288,0.0,246.41,39.43,187350.24,73,0
17278,20250609,5,2,3,62226,949,718,62457,6785,5026,15489336,Healthy,718,0.01,86.99,41.64,232340.04,87,31
17279,20250609,6,2,3,101778,1733,1385,102126,13088,9695,21957090,Healthy,1385,0.01,73.74,68.08,329356.35,21,0
17280,20250609,7,2,4,86033,733,659,86107,6227,4613,16188116,Healthy,659,0.01,130.66,57.4,242821.74,14,0
17281,20250609,9,3,5,41153,368,315,41206,2976,2205,9889440,Healthy,315,0.01,130.81,34.34,148341.6,78,201
17282,20250609,10,3,5,33210,647,506,33351,4781,3542,17009010,Healthy,506,0.02,65.91,27.79,255135.15,40,0
17283,20250609,11,3,6,32500,386,322,32564,3042,2254,4819472,Healthy,322,0.01,101.13,27.14,72292.08,46,0
17284,20250609,13,4,7,24836,71,56,24851,529,392,33548850,Healthy,56,0.0,443.77,27.61,503232.75,44,0
17285,20250609,14,4,8,25762,267,225,25804,2126,1575,48511520,Healthy,225,0.01,114.68,28.67,727672.8,15,0
17286,20250609,15,4,9,25614,234,202,25646,1908,1414,62832700,Healthy,202,0.01,126.96,28.5,942490.5,57,0
17287,20250609,16,4,10,46848,301,250,46899,2362,1750,29077380,Healthy,250,0.01,187.6,52.11,436160.7,56,0
17288,20250609,17,5,11,30548,128,121,30555,1143,847,1466640,Healthy,121,0.0,252.52,43.65,21999.6,79,38
17289,20250609,18,5,12,30379,200,190,30389,1795,1330,121556,Healthy,190,0.01,159.94,43.41,1823.34,39,0
17290,20250609,20,6,14,25895,437,403,25929,3808,2821,674154,Healthy,403,0.02,64.34,51.86,10112.31,19,0
17291,20250609,21,6,15,27317,234,209,27342,1975,1463,410130,Healthy,209,0.01,130.82,54.68,6151.95,29,0
17292,20250609,22,6,16,14158,46,43,14161,406,301,481474,Healthy,43,0.0,329.33,28.32,7222.11,13,0
17293,20250610,1,1,1,95666,737,662,95741,6255,4634,7850762,Healthy,662,0.01,144.62,53.19,117761.43,54,0
17294,20250610,2,1,1,86519,1088,1008,86599,9525,7056,9352692,Healthy,1008,0.01,85.91,48.11,140290.38,53,0
17295,20250610,3,1,2,80042,737,644,80135,6085,4508,10577820,Healthy,644,0.01,124.43,44.52,158667.3,17,0
17296,20250610,4,1,2,70966,512,451,71027,4261,3157,12500752,Healthy,451,0.01,157.49,39.46,187511.28,76,589
17297,20250610,5,2,3,62457,729,625,62561,5906,4375,15515128,Healthy,625,0.01,100.1,41.71,232726.92,37,0
17298,20250610,6,2,3,102126,344,310,102160,2929,2170,21964400,Healthy,310,0.0,329.55,68.11,329466.0,88,52
17299,20250610,7,2,4,86107,600,463,86244,4375,3241,16213872,Healthy,463,0.01,186.27,57.5,243208.08,10,0
17300,20250610,8,2,4,83010,1243,1113,83140,10517,7791,30346100,Healthy,1113,0.01,74.7,55.43,455191.5,63,0
17301,20250610,10,3,5,33351,266,264,33353,2494,1848,17010030,Healthy,264,0.01,126.34,27.79,255150.45,25,0
17302,20250610,11,3,6,32564,385,297,32652,2806,2079,4832496,Healthy,297,0.01,109.94,27.21,72487.44,49,0
17303,20250610,12,3,6,32496,131,124,32503,1171,868,28927670,Healthy,124,0.0,262.12,27.09,433915.05,40,0
17304,20250610,14,4,8,25804,81,72,25813,680,504,48528440,Healthy,72,0.0,358.51,28.68,727926.6,55,0
17305,20250610,15,4,9,25646,369,316,25699,2986,2212,62962550,Healthy,316,0.01,81.33,28.55,944438.25,47,0
17306,20250610,16,4,10,46899,289,264,46924,2494,1848,29092880,Healthy,264,0.01,177.74,52.14,436393.2,19,0
17307,20250610,18,5,12,30389,665,566,30488,5348,3962,121952,Healthy,566,0.02,53.87,43.55,1829.28,22,0
17308,20250610,19,5,13,25967,96,88,25975,831,616,467550,Healthy,88,0.0,295.17,37.11,7013.25,18,0
17309,20250610,20,6,14,25929,360,316,25973,2986,2212,675298,Healthy,316,0.01,82.19,51.95,10129.47,48,0
17310,20250610,21,6,15,27342,165,146,27361,1379,1022,410415,Healthy,146,0.01,187.4,54.72,6156.22,29,0
17311,20250610,22,6,16,14161,52,43,14170,406,301,481780,Healthy,43,0.0,329.53,28.34,7226.7,67,0
17312,20250611,2,1,1,86599,1495,1335,86759,12615,9345,9369972,Healthy,1335,0.02,64.99,48.2,140549.58,57,0
17313,20250611,3,1,2,80135,1219,1149,80205,10858,8043,10587060,Healthy,1149,0.01,69.8,44.56,158805.9,48,0
17314,20250611,4,1,2,71027,273,244,71056,2305,1708,12505856,Healthy,244,0.0,291.21,39.48,187587.84,15,0
17315,20250611,6,2,3,102160,838,766,102232,7238,5362,21979880,Healthy,766,0.01,133.46,68.15,329698.2,35,0
17316,20250611,7,2,4,86244,209,203,86250,1918,1421,16215000,Healthy,203,0.0,424.88,57.5,243225.0,82,817
17317,20250611,8,2,4,83140,1099,946,83293,8939,6622,30401945,Healthy,946,0.01,88.05,55.53,456029.17,73,0
17318,20250611,9,3,5,41206,233,214,41225,2022,1498,9894000,Healthy,214,0.01,192.64,34.35,148410.0,13,0
17319,20250611,10,3,5,33353,405,358,33400,3383,2506,17034000,Healthy,358,0.01,93.3,27.83,255510.0,90,325
17320,20250611,11,3,6,32652,390,366,32676,3458,2562,4836048,Healthy,366,0.01,89.28,27.23,72540.72,6,0
17321,20250611,13,4,7,24851,580,436,24995,4120,3052,33743250,Healthy,436,0.02,57.33,27.77,506148.75,23,0
17322,20250611,14,4,8,25813,87,80,25820,756,560,48541600,Healthy,80,0.0,322.75,28.69,728124.0,90,253
17323,20250611,15,4,9,25699,79,62,25716,585,434,63004200,Healthy,62,0.0,414.77,28.57,945063.0,20,0
17324,20250611,16,4,10,46924,990,721,47193,6813,5047,29259660,Healthy,721,0.02,65.45,52.44,438894.9,35,0
17325,20250611,17,5,11,30555,143,129,30569,1219,903,1467312,Healthy,129,0.0,236.97,43.67,22009.68,77,111
17326,20250611,19,5,13,25975,179,146,26008,1379,1022,468144,Healthy,146,0.01,178.14,37.15,7022.16,5,0
17327,20250611,20,6,14,25973,283,259,25997,2447,1813,675922,Healthy,259,0.01,100.37,51.99,10138.83,58,0
17328,20250611,21,6,15,27361,279,233,27407,2201,1631,411105,Healthy,233,0.01,117.63,54.81,6166.57,89,8
17329,20250611,22,6,16,14170,140,121,14189,1143,847,482426,Healthy,121,0.01,117.26,28.38,7236.39,48,0
17330,20250612,2,1,1,86759,566,514,86811,4857,3598,9375588,Healthy,514,0.01,168.89,48.23,140633.82,23,0
17331,20250612,3,1,2,80205,313,250,80268,2362,1750,10595376,Healthy,250,0.0,321.07,44.59,158930.64,67,0
17332,20250612,4,1,2,71056,1161,1125,71092,10631,7875,12512192,Healthy,1125,0.02,63.19,39.5,187682.88,81,47
17333,20250612,5,2,3,62561,633,542,62652,5121,3794,15537696,Healthy,542,0.01,115.59,41.77,233065.44,23,0
17334,20250612,6,2,3,102232,986,807,102411,7626,5649,22018365,Healthy,807,0.01,126.9,68.27,330275.47,82,14
17335,20250612,7,2,4,86250,901,738,86413,6974,5166,16245644,Healthy,738,0.01,117.09,57.61,243684.66,82,69
17336,20250612,8,2,4,83293,274,237,83330,2239,1659,30415450,Healthy,237,0.0,351.6,55.55,456231.75,19,0
17337,20250612,10,3,5,33400,155,122,33433,1152,854,17050830,Healthy,122,0.0,274.04,27.86,255762.45,71,0
17338,20250612,11,3,6,32676,671,546,32801,5159,3822,4854548,Healthy,546,0.02,60.08,27.33,72818.22,74,0
17339,20250612,12,3,6,32503,492,402,32593,3798,2814,29007770,Healthy,402,0.01,81.08,27.16,435116.55,80,212
17340,20250612,13,4,7,24995,101,97,24999,916,679,33748650,Healthy,97,0.0,257.72,27.78,506229.75,54,0
17341,20250612,14,4,8,25820,95,78,25837,737,546,48573560,Healthy,78,0.0,331.24,28.71,728603.4,65,0
17342,20250612,15,4,9,25716,558,442,25832,4176,3094,63288400,Healthy,442,0.02,58.44,28.7,949326.0,63,0
17343,20250612,16,4,10,47193,523,468,47248,4422,3276,29293760,Healthy,468,0.01,100.96,52.5,439406.4,78,361
17344,20250612,18,5,12,30488,346,316,30518,2986,2212,122072,Healthy,316,0.01,96.58,43.6,1831.08,28,0
17345,20250612,19,5,13,26008,111,94,26025,888,658,468450,Healthy,94,0.0,276.86,37.18,7026.75,50,0
17346,20250612,20,6,14,25997,310,262,26045,2475,1834,677170,Healthy,262,0.01,99.41,52.09,10157.55,85,236
17347,20250612,21,6,15,27407,202,163,27446,1540,1141,411690,Healthy,163,0.01,168.38,54.89,6175.35,16,0
17348,20250612,22,6,16,14189,154,120,14223,1134,840,483582,Healthy,120,0.01,118.53,28.45,7253.73,22,0
17349,20250613,2,1,1,86811,544,518,86837,4895,3626,9378396,Healthy,518,0.01,167.64,48.24,140675.94,61,0
17350,20250613,3,1,2,80268,1160,941,80487,8892,6587,10624284,Healthy,941,0.01,85.53,44.71,159364.26,51,0
17351,20250613,5,2,3,62652,756,699,62709,6605,4893,15551832,Healthy,699,0.01,89.71,41.81,233277.48,65,0
17352,20250613,6,2,3,102411,519,435,102495,4110,3045,22036425,Healthy,435,0.0,235.62,68.33,330546.38,46,0
17353,20250613,7,2,4,86413,798,648,86563,6123,4536,16273844,Healthy,648,0.01,133.58,57.71,244107.66,73,0
17354,20250613,8,2,4,83330,316,304,83342,2872,2128,30419830,Healthy,304,0.0,274.15,55.56,456297.45,73,0
17355,20250613,9,3,5,41225,403,366,41262,3458,2562,9902880,Healthy,366,0.01,112.74,34.38,148543.2,54,0
17356,20250613,10,3,5,33433,224,213,33444,2012,1491,17056440,Healthy,213,0.01,157.01,27.87,255846.6,52,0
17357,20250613,12,3,6,32593,608,442,32759,4176,3094,29155510,Healthy,442,0.01,74.12,27.3,437332.65,78,57
17358,20250613,14,4,8,25837,263,195,25905,1842,1365,48701400,Healthy,195,0.01,132.85,28.78,730521.0,64,0
17359,20250613,15,4,9,25832,151,152,25831,1436,1064,63285950,Healthy,152,0.01,169.94,28.7,949289.25,15,0
17360,20250613,16,4,10,47248,186,151,47283,1426,1057,29315460,Healthy,151,0.0,313.13,52.54,439731.9,17,0
17361,20250613,17,5,11,30569,468,448,30589,4233,3136,1468272,Healthy,448,0.01,68.28,43.7,22024.08,89,275
17362,20250613,19,5,13,26025,130,97,26058,916,679,469044,Healthy,97,0.0,268.64,37.23,7035.66,27,0
17363,20250613,20,6,14,26045,211,189,26067,1786,1323,677742,Healthy,189,0.01,137.92,52.13,10166.13,14,0
17364,20250613,21,6,15,27446,272,207,27511,1956,1449,412665,Healthy,207,0.01,132.9,55.02,6189.97,42,0
17365,20250613,22,6,16,14223,49,40,14232,378,280,483888,Healthy,40,0.0,355.8,28.46,7258.32,73,0
17366,20250614,1,1,1,95741,1303,1179,95865,11141,8253,7860930,Healthy,1179,0.01,81.31,53.26,117913.95,50,0
17367,20250614,2,1,1,86837,509,451,86895,4261,3157,9384660,Healthy,451,0.01,192.67,48.27,140769.9,28,0
17368,20250614,3,1,2,80487,542,501,80528,4734,3507,10629696,Healthy,501,0.01,160.73,44.74,159445.44,66,0
17369,20250614,4,1,2,71092,466,348,71210,3288,2436,12532960,Healthy,348,0.0,204.63,39.56,187994.4,69,0
17370,20250614,5,2,3,62709,749,549,62909,5188,3843,15601432,Healthy,549,0.01,114.59,41.94,234021.48,44,0
17371,20250614,6,2,3,102495,851,709,102637,6700,4963,22066955,Healthy,709,0.01,144.76,68.42,331004.33,55,0
17372,20250614,7,2,4,86563,518,408,86673,3855,2856,16294524,Healthy,408,0.0,212.43,57.78,244417.86,36,0
17373,20250614,8,2,4,83342,329,241,83430,2277,1687,30451950,Healthy,241,0.0,346.18,55.62,456779.25,13,0
17374,20250614,9,3,5,41262,123,107,41278,1011,749,9906720,Healthy,107,0.0,385.78,34.4,148600.8,10,0
17375,20250614,10,3,5,33444,607,498,33553,4706,3486,17112030,Healthy,498,0.01,67.38,27.96,256680.45,42,0
17376,20250614,11,3,6,32801,231,178,32854,1682,1246,4862392,Healthy,178,0.01,184.57,27.38,72935.88,58,0
17377,20250614,12,3,6,32759,129,116,32772,1096,812,29167080,Healthy,116,0.0,282.52,27.31,437506.2,90,96
17378,20250614,13,4,7,24999,428,428,24999,4044,2996,33748650,Healthy,428,0.02,58.41,27.78,506229.75,77,238
17379,20250614,14,4,8,25905,81,77,25909,727,539,48708920,Healthy,77,0.0,336.48,28.79,730633.8,78,256
17380,20250614,15,4,9,25831,99,85,25845,803,595,63320250,Healthy,85,0.0,304.06,28.72,949803.75,40,0
17381,20250614,16,4,10,47283,514,436,47361,4120,3052,29363820,Healthy,436,0.01,108.63,52.62,440457.3,64,0
17382,20250614,17,5,11,30589,166,155,30600,1464,1085,1468800,Healthy,155,0.01,197.42,43.71,22032.0,20,0
17383,20250614,18,5,12,30518,166,134,30550,1266,938,122200,Healthy,134,0.0,227.99,43.64,1833.0,49,0
17384,20250614,19,5,13,26058,216,207,26067,1956,1449,469206,Healthy,207,0.01,125.93,37.24,7038.09,45,0
17385,20250614,20,6,14,26067,231,192,26106,1814,1344,678756,Healthy,192,0.01,135.97,52.21,10181.34,13,0
17386,20250614,21,6,15,27511,152,155,27508,1464,1085,412620,Healthy,155,0.01,177.47,55.02,6189.3,85,17
17387,20250614,22,6,16,14232,47,37,14242,349,259,484228,Healthy,37,0.0,384.92,28.48,7263.42,63,0
17388,20250615,1,1,1,95865,1240,1098,96007,10376,7686,7872574,Healthy,1098,0.01,87.44,53.34,118088.61,48,0
17389,20250615,3,1,2,80528,1355,1043,80840,9856,7301,10670880,Healthy,1043,0.01,77.51,44.91,160063.2,12,0
17390,20250615,4,1,2,71210,351,272,71289,2570,1904,12546864,Healthy,272,0.0,262.09,39.61,188202.96,14,0
17391,20250615,5,2,3,62909,597,564,62942,5329,3948,15609616,Healthy,564,0.01,111.6,41.96,234144.24,53,0
17392,20250615,6,2,3,102637,267,197,102707,1861,1379,22082005,Healthy,197,0.0,521.36,68.47,331230.08,52,0
17393,20250615,7,2,4,86673,1350,1210,86813,11434,8470,16320844,Healthy,1210,0.01,71.75,57.88,244812.66,68,0
17394,20250615,8,2,4,83430,589,470,83549,4441,3290,30495385,Healthy,470,0.01,177.76,55.7,457430.77,28,0
17395,20250615,9,3,5,41278,362,302,41338,2853,2114,9921120,Healthy,302,0.01,136.88,34.45,148816.8,45,0
17396,20250615,11,3,6,32854,224,175,32903,1653,1225,4869644,Healthy,175,0.01,188.02,27.42,73044.66,76,108
17397,20250615,12,3,6,32772,408,304,32876,2872,2128,29259640,Healthy,304,0.01,108.14,27.4,438894.6,29,0
17398,20250615,13,4,7,24999,78,61,25016,576,427,33771600,Healthy,61,0.0,410.1,27.8,506574.0,34,0
17399,20250615,14,4,8,25909,184,160,25933,1512,1120,48754040,Healthy,160,0.01,162.08,28.81,731310.6,8,0
17400,20250615,15,4,9,25845,113,93,25865,878,651,63369250,Healthy,93,0.0,278.12,28.74,950538.75,28,0
17401,20250615,16,4,10,47361,160,159,47362,1502,1113,29364440,Healthy,159,0.0,297.87,52.62,440466.6,24,0
17402,20250615,17,5,11,30600,140,106,30634,1001,742,1470432,Healthy,106,0.0,289.0,43.76,22056.48,82,98
17403,20250615,18,5,12,30550,361,266,30645,2513,1862,122580,Healthy,266,0.01,115.21,43.78,1838.7,87,238
17404,20250615,19,5,13,26067,102,81,26088,765,567,469584,Healthy,81,0.0,322.07,37.27,7043.76,51,0
17405,20250615,20,6,14,26106,408,349,26165,3298,2443,680290,Healthy,349,0.01,74.97,52.33,10204.35,39,0
17406,20250615,21,6,15,27508,239,185,27562,1748,1295,413430,Healthy,185,0.01,148.98,55.12,6201.45,74,0
17407,20250615,22,6,16,14242,97,91,14248,859,637,484432,Healthy,91,0.01,156.57,28.5,7266.48,40,0
17408,20250616,3,1,2,80840,1576,1516,80900,14326,10612,10678800,Healthy,1516,0.02,53.36,44.94,160182.0,69,0
17409,20250616,4,1,2,71289,1006,869,71426,8212,6083,12570976,Healthy,869,0.01,82.19,39.68,188564.64,76,618
17410,20250616,6,2,3,102707,1261,1083,102885,10234,7581,22120275,Healthy,1083,0.01,95.0,68.59,331804.12,9,0
17411,20250616,7,2,4,86813,708,559,86962,5282,3913,16348856,Healthy,559,0.01,155.57,57.97,245232.84,65,0
17412,20250616,8,2,4,83549,225,199,83575,1880,1393,30504875,Healthy,199,0.0,419.97,55.72,457573.12,60,0
17413,20250616,9,3,5,41338,361,295,41404,2787,2065,9936960,Healthy,295,0.01,140.35,34.5,149054.4,61,0
17414,20250616,10,3,5,33553,506,416,33643,3931,2912,17157930,Healthy,416,0.01,80.87,28.04,257368.95,43,0
17415,20250616,12,3,6,32876,202,187,32891,1767,1309,29272990,Healthy,187,0.01,175.89,27.41,439094.85,79,91
17416,20250616,13,4,7,25016,306,267,25055,2523,1869,33824250,Healthy,267,0.01,93.84,27.84,507363.75,35,0
17417,20250616,14,4,8,25933,97,86,25944,812,602,48774720,Healthy,86,0.0,301.67,28.83,731620.8,21,0
17418,20250616,15,4,9,25865,231,191,25905,1804,1337,63467250,Healthy,191,0.01,135.63,28.78,952008.75,76,185
17419,20250616,16,4,10,47362,176,154,47384,1455,1078,29378080,Healthy,154,0.0,307.69,52.65,440671.2,28,0
17420,20250616,17,5,11,30634,569,470,30733,4441,3290,1475184,Healthy,470,0.02,65.39,43.9,22127.76,31,0
17421,20250616,18,5,12,30645,158,125,30678,1181,875,122712,Healthy,125,0.0,245.42,43.83,1840.68,64,0
17422,20250616,19,5,13,26088,359,299,26148,2825,2093,470664,Healthy,299,0.01,87.45,37.35,7059.96,38,0
17423,20250616,20,6,14,26165,266,188,26243,1776,1316,682318,Healthy,188,0.01,139.59,52.49,10234.77,41,0
17424,20250616,21,6,15,27562,116,97,27581,916,679,413715,Healthy,97,0.0,284.34,55.16,6205.72,67,0
17425,20250616,22,6,16,14248,148,125,14271,1181,875,485214,Healthy,125,0.01,114.17,28.54,7278.21,57,0
17426,20250617,1,1,1,96007,301,250,96058,2362,1750,7876756,Healthy,250,0.0,384.23,53.37,118151.34,89,738
17427,20250617,2,1,1,86895,1404,1421,86878,13428,9947,9382824,Healthy,1421,0.02,61.14,48.27,140742.36,7,0
17428,20250617,4,1,2,71426,561,505,71482,4772,3535,12580832,Healthy,505,0.01,141.55,39.71,188712.48,61,0
17429,20250617,5,2,3,62942,425,382,62985,3609,2674,15620280,Healthy,382,0.01,164.88,41.99,234304.2,27,0
17430,20250617,6,2,3,102885,783,724,102944,6841,5068,22132960,Healthy,724,0.01,142.19,68.63,331994.4,58,0
17431,20250617,7,2,4,86962,1168,1005,87125,9497,7035,16379500,Healthy,1005,0.01,86.69,58.08,245692.5,90,552
17432,20250617,9,3,5,41404,535,457,41482,4318,3199,9955680,Healthy,457,0.01,90.77,34.57,149335.2,53,0
17433,20250617,10,3,5,33643,418,377,33684,3562,2639,17178840,Healthy,377,0.01,89.35,28.07,257682.6,41,0
17434,20250617,11,3,6,32903,210,159,32954,1502,1113,4877192,Healthy,159,0.0,207.26,27.46,73157.88,6,0
17435,20250617,12,3,6,32891,367,336,32922,3175,2352,29300580,Healthy,336,0.01,97.98,27.43,439508.7,90,166
17436,20250617,13,4,7,25055,317,301,25071,2844,2107,33845850,Healthy,301,0.01,83.29,27.86,507687.75,56,0
17437,20250617,14,4,8,25944,82,79,25947,746,553,48780360,Healthy,79,0.0,328.44,28.83,731705.4,56,0
17438,20250617,15,4,9,25905,155,147,25913,1389,1029,63486850,Healthy,147,0.01,176.28,28.79,952302.75,47,0
17439,20250617,16,4,10,47384,706,676,47414,6388,4732,29396680,Healthy,676,0.01,70.14,52.68,440950.2,45,0
17440,20250617,18,5,12,30678,170,133,30715,1256,931,122860,Healthy,133,0.0,230.94,43.88,1842.9,15,0
17441,20250617,19,5,13,26148,170,146,26172,1379,1022,471096,Healthy,146,0.01,179.26,37.39,7066.44,14,0
17442,20250617,20,6,14,26243,340,263,26320,2485,1841,684320,Healthy,263,0.01,100.08,52.64,10264.8,71,0
17443,20250617,21,6,15,27581,146,136,27591,1285,952,413865,Healthy,136,0.0,202.88,55.18,6207.97,87,247
17444,20250617,22,6,16,14271,152,128,14295,1209,896,486030,Healthy,128,0.01,111.68,28.59,7290.45,60,0
17445,20250618,1,1,1,96058,390,318,96130,3005,2226,7882660,Healthy,318,0.0,302.3,53.41,118239.9,18,0
17446,20250618,2,1,1,86878,740,555,87063,5244,3885,9402804,Healthy,555,0.01,156.87,48.37,141042.06,57,0
17447,20250618,3,1,2,80900,776,670,81006,6331,4690,10692792,Healthy,670,0.01,120.9,45.0,160391.88,18,0
17448,20250618,4,1,2,71482,703,640,71545,6048,4480,12591920,Healthy,640,0.01,111.79,39.75,188878.8,49,0
17449,20250618,5,2,3,62985,1142,986,63141,9317,6902,15658968,Healthy,986,0.02,64.04,42.09,234884.52,64,0
17450,20250618,6,2,3,102944,1638,1679,102903,15866,11753,22124145,Healthy,1679,0.02,61.29,68.6,331862.17,47,0
17451,20250618,7,2,4,87125,574,542,87157,5121,3794,16385516,Healthy,542,0.01,160.81,58.1,245782.74,28,0
17452,20250618,8,2,4,83575,295,230,83640,2173,1610,30528600,Healthy,230,0.0,363.65,55.76,457929.0,22,0
17453,20250618,9,3,5,41482,129,111,41500,1048,777,9960000,Healthy,111,0.0,373.87,34.58,149400.0,52,0
17454,20250618,10,3,5,33684,165,150,33699,1417,1050,17186490,Healthy,150,0.0,224.66,28.08,257797.35,81,184
17455,20250618,11,3,6,32954,259,216,32997,2041,1512,4883556,Healthy,216,0.01,152.76,27.5,73253.34,30,0
17456,20250618,12,3,6,32922,479,347,33054,3279,2429,29418060,Healthy,347,0.01,95.26,27.54,441270.9,74,0
17457,20250618,13,4,7,25071,179,140,25110,1323,980,33898500,Healthy,140,0.01,179.36,27.9,508477.5,28,0
17458,20250618,14,4,8,25947,95,93,25949,878,651,48784120,Healthy,93,0.0,279.02,28.83,731761.8,20,0
17459,20250618,15,4,9,25913,317,299,25931,2825,2093,63530950,Healthy,299,0.01,86.73,28.81,952964.25,69,0
17460,20250618,16,4,10,47414,458,384,47488,3628,2688,29442560,Healthy,384,0.01,123.67,52.76,441638.4,40,0
17461,20250618,17,5,11,30733,365,273,30825,2579,1911,1479600,Healthy,273,0.01,112.91,44.04,22194.0,73,0
17462,20250618,19,5,13,26172,249,245,26176,2315,1715,471168,Healthy,245,0.01,106.84,37.39,7067.52,45,0
17463,20250618,20,6,14,26320,286,222,26384,2097,1554,685984,Healthy,222,0.01,118.85,52.77,10289.76,62,0
17464,20250618,21,6,15,27591,237,184,27644,1738,1288,414660,Healthy,184,0.01,150.24,55.29,6219.9,87,110
17465,20250618,22,6,16,14295,141,117,14319,1105,819,486846,Healthy,117,0.01,122.38,28.64,7302.69,82,17
17466,20250619,1,1,1,96130,770,769,96131,7267,5383,7882742,Healthy,769,0.01,125.01,53.41,118241.13,13,0
17467,20250619,2,1,1,87063,933,846,87150,7994,5922,9412200,Healthy,846,0.01,103.01,48.42,141183.0,35,0
17468,20250619,3,1,2,81006,350,307,81049,2901,2149,10698468,Healthy,307,0.0,264.0,45.03,160477.02,38,0
17469,20250619,5,2,3,63141,1094,858,63377,8108,6006,15717496,Healthy,858,0.01,73.87,42.25,235762.44,80,525
17470,20250619,6,2,3,102903,948,793,103058,7493,5551,22157470,Healthy,793,0.01,129.96,68.71,332362.05,54,0
17471,20250619,7,2,4,87157,624,561,87220,5301,3927,16397360,Healthy,561,0.01,155.47,58.15,245960.4,68,0
17472,20250619,8,2,4,83640,307,279,83668,2636,1953,30538820,Healthy,279,0.0,299.89,55.78,458082.3,63,0
17473,20250619,9,3,5,41500,220,176,41544,1663,1232,9970560,Healthy,176,0.0,236.05,34.62,149558.4,47,0
17474,20250619,10,3,5,33699,122,104,33717,982,728,17195670,Healthy,104,0.0,324.2,28.1,257935.05,87,97
17475,20250619,11,3,6,32997,539,474,33062,4479,3318,4893176,Healthy,474,0.01,69.75,27.55,73397.64,38,0
17476,20250619,12,3,6,33054,497,386,33165,3647,2702,29516850,Healthy,386,0.01,85.92,27.64,442752.75,83,268
17477,20250619,13,4,7,25110,179,160,25129,1512,1120,33924150,Healthy,160,0.01,157.06,27.92,508862.25,83,185
17478,20250619,15,4,9,25931,165,136,25960,1285,952,63602000,Healthy,136,0.01,190.88,28.84,954030.0,56,0
17479,20250619,16,4,10,47488,376,265,47599,2504,1855,29511380,Healthy,265,0.01,179.62,52.89,442670.7,43,0
17480,20250619,17,5,11,30825,359,285,30899,2693,1995,1483152,Healthy,285,0.01,108.42,44.14,22247.28,11,0
17481,20250619,19,5,13,26176,109,81,26204,765,567,471672,Healthy,81,0.0,323.51,37.43,7075.08,59,0
17482,20250619,20,6,14,26384,376,348,26412,3288,2436,686712,Healthy,348,0.01,75.9,52.82,10300.68,47,0
