MaintenanceID,DateKey,MachineKey,EmployeeKey,PlantKey,MaintenanceType,MaintenanceStatus,Priority,DowntimeMinutes,MaintenanceDurationHours,LaborHours,SparePartsCost,LaborCost,TotalMaintenanceCost,MTTRHours,MTBFDays,MachineAvailabilityPct,MaintenanceEfficiencyPct,TechnicianRating,RepeatFailure
43418,20251030.0,15.0,20.0,3.0,Emergency,Completed,High,18.0,1.58,1.9,450.25,100.96,551.21,1.58,7.12,98.2,96.22,91.01,No
43419,20251030.0,13.0,166.0,3.0,Emergency,Scheduled,Medium,28.0,1.28,1.48,538.38,72.23,610.61,1.28,17.98,97.2,94.82,87.41,Yes
43420,20251030.0,15.0,20.0,3.0,Preventive,Scheduled,High,8.0,1.51,1.32,322.99,84.93,407.92,1.51,40.85,99.2,93.35,93.65,No
43421,20251030.0,14.0,62.0,3.0,Corrective,Scheduled,Medium,59.0,2.01,2.05,770.55,112.22,882.77,2.01,16.35,94.1,91.67,92.02,Yes
43422,20251030.0,15.0,149.0,3.0,Corrective,Completed,High,38.0,3.57,3.92,455.3,240.98,696.28,3.57,34.22,96.2,92.26,82.19,Yes
43423,20251030.0,18.0,191.0,4.0,Emergency,Scheduled,High,21.0,3.23,2.68,356.26,198.18,554.44,3.23,26.51,97.9,94.03,85.27,No
43424,20251030.0,17.0,174.0,4.0,Predictive,Completed,Low,13.0,0.77,0.92,697.32,64.99,762.31,0.77,26.43,98.7,94.63,92.07,Yes
43425,20251030.0,19.0,157.0,4.0,Corrective,Completed,Medium,8.0,1.38,1.31,513.37,64.07,577.44,1.38,24.57,99.2,96.43,98.34,No
43426,20251030.0,17.0,23.0,4.0,Corrective,Scheduled,High,16.0,2.28,2.24,671.38,154.01,825.39,2.28,16.55,98.4,95.49,89.97,No
43427,20251030.0,17.0,41.0,4.0,Corrective,Completed,High,11.0,0.83,0.85,817.57,47.05,864.62,0.83,6.75,98.9,97.24,88.63,No
43428,20251030.0,18.0,196.0,4.0,Predictive,Completed,Critical,59.0,2.34,2.67,350.34,139.89,490.23,2.34,9.46,94.1,92.15,89.23,No
43429,20251030.0,20.0,176.0,4.0,Predictive,In Progress,High,58.0,1.79,1.48,592.34,98.25,690.59,1.79,7.42,94.2,93.08,95.63,No
43430,20251030.0,24.0,65.0,5.0,Corrective,In Progress,Critical,30.0,1.47,1.57,360.05,84.12,444.17,1.47,11.68,97.0,93.89,95.5,Yes
43431,20251030.0,23.0,8.0,5.0,Preventive,Scheduled,Low,14.0,2.56,2.34,204.75,190.13,394.88,2.56,40.4,98.6,96.38,87.39,No
43432,20251030.0,22.0,10.0,5.0,Emergency,In Progress,Medium,42.0,3.62,3.89,445.95,268.26,714.21,3.62,30.99,95.8,91.08,94.9,Yes
43433,20251030.0,21.0,57.0,5.0,Emergency,In Progress,High,45.0,2.6,3.08,716.89,195.13,912.02,2.6,10.54,95.5,91.81,90.62,Yes
43434,20251030.0,24.0,64.0,5.0,Emergency,Scheduled,High,51.0,1.69,1.4,271.73,89.39,361.12,1.69,17.3,94.9,91.52,85.66,Yes
43435,20251030.0,21.0,57.0,5.0,Predictive,Scheduled,Medium,37.0,1.46,1.24,527.72,100.22,627.94,1.46,7.58,96.3,91.04,92.39,No
43436,20251030.0,28.0,42.0,6.0,Preventive,In Progress,Medium,31.0,3.35,4.0,673.72,245.36,919.08,3.35,10.61,96.9,93.97,97.9,Yes
43437,20251030.0,26.0,59.0,6.0,Predictive,In Progress,Medium,34.0,1.45,1.35,675.96,77.06,753.02,1.45,16.16,96.6,92.19,93.23,No
43438,20251030.0,27.0,80.0,6.0,Predictive,Scheduled,Low,38.0,1.15,1.18,390.55,62.44,452.99,1.15,33.93,96.2,92.74,98.35,Yes
43439,20251030.0,26.0,151.0,6.0,Preventive,In Progress,Medium,32.0,3.09,2.92,560.61,191.74,752.35,3.09,10.33,96.8,94.21,94.57,No
43440,20251030.0,27.0,151.0,6.0,Emergency,Completed,Critical,10.0,1.53,1.36,307.9,64.81,372.71,1.53,9.26,99.0,95.64,90.49,No
43441,20251030.0,31.0,141.0,7.0,Predictive,Completed,High,24.0,1.69,1.77,215.56,83.56,299.12,1.69,33.72,97.6,94.45,92.53,Yes
43442,20251030.0,31.0,163.0,7.0,Predictive,Scheduled,Critical,29.0,2.39,2.78,315.08,201.83,516.91,2.39,47.03,97.1,92.95,84.66,No
43443,20251030.0,30.0,92.0,7.0,Emergency,In Progress,Medium,20.0,2.78,2.57,521.78,153.75,675.53,2.78,22.4,98.0,93.38,95.9,No
43444,20251030.0,32.0,88.0,7.0,Emergency,Scheduled,Critical,60.0,3.58,3.0,326.72,199.83,526.55,3.58,13.26,94.0,91.16,88.01,No
43445,20251030.0,37.0,103.0,8.0,Preventive,In Progress,High,26.0,1.81,2.1,257.65,130.66,388.31,1.81,27.73,97.4,92.57,82.08,No
43446,20251030.0,35.0,74.0,8.0,Corrective,Completed,Critical,39.0,3.53,4.21,243.16,209.89,453.05,3.53,40.32,96.1,92.61,93.19,No
43447,20251030.0,36.0,32.0,8.0,Preventive,In Progress,High,55.0,2.37,2.32,336.63,150.73,487.36,2.37,42.7,94.5,91.02,88.77,No
43448,20251031.0,5.0,28.0,1.0,Preventive,In Progress,Medium,43.0,1.76,1.74,329.39,146.18,475.57,1.76,8.26,95.7,91.87,86.02,No
43449,20251031.0,3.0,156.0,1.0,Preventive,Completed,Medium,21.0,1.69,1.88,1051.02,122.03,1173.05,1.69,15.73,97.9,95.77,84.25,No
43450,20251031.0,2.0,195.0,1.0,Predictive,In Progress,Medium,8.0,1.86,2.13,1181.38,100.85,1282.23,1.86,17.8,99.2,96.59,88.48,No
43451,20251031.0,3.0,177.0,1.0,Preventive,Completed,Medium,19.0,1.44,1.7,336.04,123.07,459.11,1.44,12.62,98.1,95.62,87.55,Yes
43452,20251031.0,4.0,170.0,1.0,Corrective,In Progress,Medium,32.0,3.31,3.4,436.03,154.95,590.98,3.31,15.03,96.8,94.37,95.63,Yes
43453,20251031.0,5.0,86.0,1.0,Preventive,In Progress,Critical,16.0,2.53,2.63,667.16,167.22,834.38,2.53,27.21,98.4,95.29,91.41,No
43454,20251031.0,1.0,86.0,1.0,Emergency,In Progress,Medium,46.0,2.9,3.06,674.65,181.13,855.78,2.9,19.53,95.4,89.74,92.9,Yes
43455,20251031.0,3.0,165.0,1.0,Emergency,Completed,Low,39.0,1.19,1.22,916.66,81.52,998.18,1.19,8.77,96.1,94.65,81.75,Yes
43456,20251031.0,2.0,11.0,1.0,Predictive,Completed,Critical,9.0,0.78,0.68,1075.1,35.43,1110.53,0.78,5.53,99.1,93.7,99.25,Yes
43457,20251031.0,5.0,84.0,1.0,Emergency,Completed,Low,49.0,2.84,3.37,454.43,263.23,717.66,2.84,27.19,95.1,90.97,90.97,No
43458,20251031.0,8.0,5.0,2.0,Preventive,Scheduled,High,17.0,0.99,1.18,885.9,87.45,973.35,0.99,19.46,98.3,92.69,91.0,No
43459,20251031.0,11.0,94.0,2.0,Emergency,Scheduled,Medium,60.0,3.55,3.35,222.43,214.13,436.56,3.55,15.75,94.0,89.16,97.5,No
43460,20251031.0,11.0,110.0,2.0,Emergency,Scheduled,Critical,45.0,2.25,1.86,590.86,124.51,715.37,2.25,6.54,95.5,90.02,84.35,No
43461,20251031.0,9.0,122.0,2.0,Emergency,Scheduled,Medium,15.0,0.98,1.01,736.09,69.88,805.97,0.98,14.71,98.5,92.75,93.06,No
43462,20251031.0,7.0,186.0,2.0,Preventive,Completed,Low,32.0,1.12,1.11,653.55,77.93,731.48,1.12,21.57,96.8,91.68,94.54,No
43463,20251031.0,7.0,164.0,2.0,Preventive,Scheduled,High,23.0,1.77,1.64,1112.29,137.04,1249.33,1.77,3.22,97.7,94.52,82.06,No
43464,20251031.0,10.0,9.0,2.0,Predictive,In Progress,Medium,24.0,3.27,3.56,309.33,248.65,557.98,3.27,28.82,97.6,92.17,100.0,No
43465,20251031.0,10.0,161.0,2.0,Preventive,In Progress,High,59.0,2.01,1.72,710.18,98.99,809.17,2.01,5.07,94.1,92.87,86.83,Yes
43466,20251031.0,9.0,66.0,2.0,Corrective,Completed,Critical,50.0,2.36,2.32,448.09,151.89,599.98,2.36,3.87,95.0,93.05,83.8,No
43467,20251031.0,15.0,149.0,3.0,Corrective,Completed,Critical,26.0,1.96,1.68,250.06,131.42,381.48,1.96,9.6,97.4,95.76,87.12,No
43468,20251031.0,13.0,137.0,3.0,Predictive,Completed,Critical,51.0,3.52,3.11,904.61,259.46,1164.07,3.52,23.67,94.9,89.29,95.7,No
43469,20251031.0,12.0,166.0,3.0,Emergency,Completed,Low,47.0,2.25,2.51,881.54,202.16,1083.7,2.25,19.58,95.3,94.12,92.67,Yes
43470,20251031.0,15.0,20.0,3.0,Emergency,Scheduled,Medium,12.0,3.04,2.59,220.99,219.78,440.77,3.04,6.23,98.8,96.63,89.1,No
43471,20251031.0,16.0,149.0,3.0,Emergency,Completed,High,9.0,2.98,3.11,604.1,188.35,792.45,2.98,15.13,99.1,93.77,85.51,No
43472,20251031.0,18.0,196.0,4.0,Corrective,Completed,High,17.0,1.28,1.25,275.83,70.16,345.99,1.28,13.06,98.3,94.72,87.88,No
43473,20251031.0,17.0,174.0,4.0,Preventive,Scheduled,Medium,6.0,2.41,2.04,677.88,108.22,786.1,2.41,19.76,99.4,93.77,94.8,Yes
43474,20251031.0,17.0,49.0,4.0,Predictive,Scheduled,Medium,26.0,3.07,3.22,770.72,248.12,1018.84,3.07,7.59,97.4,91.74,88.45,No
43475,20251031.0,19.0,169.0,4.0,Emergency,In Progress,High,8.0,1.03,1.11,596.78,83.0,679.78,1.03,41.7,99.2,98.06,86.07,No
43476,20251031.0,18.0,191.0,4.0,Preventive,In Progress,Medium,24.0,2.97,3.3,364.27,259.39,623.66,2.97,7.65,97.6,92.13,88.92,No
43477,20251031.0,21.0,19.0,5.0,Corrective,Scheduled,Low,26.0,2.99,2.96,950.87,237.54,1188.41,2.99,20.13,97.4,93.66,91.87,Yes
43478,20251031.0,21.0,43.0,5.0,Corrective,In Progress,High,44.0,2.83,2.36,776.51,157.49,934.0,2.83,18.97,95.6,93.45,94.76,No
43479,20251031.0,23.0,104.0,5.0,Corrective,Scheduled,Low,39.0,2.85,2.54,567.52,180.39,747.91,2.85,33.05,96.1,95.07,92.35,No
43480,20251031.0,21.0,43.0,5.0,Preventive,Scheduled,Medium,25.0,3.18,3.51,948.98,201.43,1150.41,3.18,24.29,97.5,91.78,94.49,Yes
43481,20251031.0,21.0,69.0,5.0,Preventive,In Progress,Critical,11.0,1.07,0.93,699.04,57.89,756.93,1.07,15.76,98.9,93.37,93.1,Yes
43482,20251031.0,27.0,78.0,6.0,Corrective,Scheduled,Critical,14.0,2.46,2.02,407.89,124.57,532.46,2.46,14.5,98.6,94.3,92.85,Yes
43483,20251031.0,28.0,151.0,6.0,Corrective,Scheduled,Critical,58.0,1.82,1.59,622.74,96.88,719.62,1.82,19.54,94.2,89.37,90.21,No
43484,20251031.0,27.0,184.0,6.0,Corrective,Completed,High,54.0,3.85,3.71,308.7,201.25,509.95,3.85,30.85,94.6,88.94,89.61,No
43485,20251031.0,29.0,17.0,7.0,Corrective,Scheduled,Medium,41.0,3.66,4.36,291.01,302.4,593.41,3.66,32.21,95.9,91.5,87.99,Yes
43486,20251031.0,30.0,48.0,7.0,Emergency,In Progress,High,27.0,2.72,2.52,288.01,197.46,485.47,2.72,39.96,97.3,93.34,94.53,Yes
43487,20251031.0,31.0,88.0,7.0,Preventive,Completed,Critical,49.0,2.84,3.03,232.35,204.31,436.66,2.84,15.16,95.1,90.25,88.08,No
43488,20251031.0,30.0,116.0,7.0,Corrective,In Progress,Critical,31.0,1.26,1.07,526.52,55.6,582.12,1.26,32.47,96.9,93.99,95.93,No
43489,20251031.0,35.0,32.0,8.0,Corrective,Completed,High,15.0,1.16,1.39,119.18,104.13,223.31,1.16,20.48,98.5,92.62,89.52,No
43490,20251031.0,38.0,123.0,8.0,Predictive,Scheduled,Critical,22.0,1.7,1.39,134.27,84.82,219.09,1.7,53.4,97.8,92.94,95.09,No
43491,20251101.0,2.0,156.0,1.0,Emergency,In Progress,Critical,45.0,1.81,1.48,1050.76,75.38,1126.14,1.81,10.58,95.5,90.49,83.62,No
43492,20251101.0,2.0,30.0,1.0,Predictive,In Progress,Low,31.0,2.2,2.05,1082.84,123.28,1206.12,2.2,8.51,96.9,92.94,87.95,No
43493,20251101.0,5.0,28.0,1.0,Emergency,In Progress,Low,37.0,3.25,2.95,589.94,134.14,724.08,3.25,9.92,96.3,92.43,81.52,No
43494,20251101.0,3.0,98.0,1.0,Corrective,Completed,High,21.0,2.16,2.1,833.85,109.28,943.13,2.16,15.91,97.9,95.65,84.47,No
43495,20251101.0,1.0,71.0,1.0,Emergency,In Progress,Low,25.0,2.99,2.89,566.7,143.94,710.64,2.99,7.11,97.5,92.31,100.0,No
43496,20251101.0,4.0,102.0,1.0,Preventive,In Progress,Low,11.0,1.94,1.69,657.59,137.06,794.65,1.94,15.81,98.9,96.27,95.94,No
43497,20251101.0,6.0,170.0,1.0,Predictive,In Progress,Critical,39.0,3.06,3.32,232.9,169.67,402.57,3.06,20.44,96.1,94.37,95.93,No
43498,20251101.0,6.0,86.0,1.0,Corrective,Completed,Low,49.0,3.7,3.73,383.38,194.95,578.33,3.7,34.41,95.1,90.49,88.14,No
43499,20251101.0,6.0,71.0,1.0,Corrective,Completed,High,55.0,3.59,3.65,359.82,270.85,630.67,3.59,27.98,94.5,90.75,96.78,Yes
43500,20251101.0,6.0,192.0,1.0,Emergency,In Progress,Medium,43.0,1.79,2.15,716.01,117.32,833.33,1.79,29.98,95.7,94.4,84.98,No
43501,20251101.0,9.0,183.0,2.0,Corrective,Completed,High,49.0,3.81,3.73,284.96,309.76,594.72,3.81,9.06,95.1,90.86,94.15,No
43502,20251101.0,10.0,143.0,2.0,Preventive,In Progress,Low,30.0,3.06,2.55,500.32,214.78,715.1,3.06,18.88,97.0,92.99,98.53,No
43503,20251101.0,8.0,25.0,2.0,Corrective,Scheduled,Critical,17.0,2.64,2.83,720.64,132.53,853.17,2.64,9.39,98.3,96.16,95.2,No
43504,20251101.0,9.0,94.0,2.0,Preventive,Scheduled,Low,31.0,1.45,1.24,567.13,97.41,664.54,1.45,24.91,96.9,93.33,92.48,No
43505,20251101.0,8.0,85.0,2.0,Preventive,Scheduled,Medium,7.0,2.47,2.33,438.2,142.09,580.29,2.47,7.76,99.3,97.43,92.68,No
43506,20251101.0,7.0,161.0,2.0,Predictive,Scheduled,Critical,54.0,2.02,1.82,1126.19,149.59,1275.78,2.02,3.25,94.6,91.59,91.18,Yes
43507,20251101.0,12.0,31.0,3.0,Emergency,In Progress,Critical,17.0,1.75,1.57,387.14,99.07,486.21,1.75,18.46,98.3,96.27,87.86,No
43508,20251101.0,14.0,29.0,3.0,Emergency,In Progress,Critical,10.0,1.04,1.08,249.56,70.56,320.12,1.04,27.27,99.0,95.1,93.4,No
43509,20251101.0,13.0,149.0,3.0,Preventive,Completed,Low,41.0,3.29,3.34,739.5,173.65,913.15,3.29,20.27,95.9,91.28,85.49,No
43510,20251101.0,13.0,90.0,3.0,Preventive,Scheduled,Critical,45.0,3.53,3.22,889.9,200.95,1090.85,3.53,9.74,95.5,93.67,84.26,No
43511,20251101.0,14.0,90.0,3.0,Predictive,In Progress,Critical,40.0,2.88,3.42,632.5,224.14,856.64,2.88,11.45,96.0,94.46,86.71,Yes
43512,20251101.0,12.0,62.0,3.0,Preventive,Completed,Medium,49.0,2.83,2.61,534.29,174.68,708.97,2.83,11.06,95.1,91.14,98.12,Yes
43513,20251101.0,16.0,62.0,3.0,Corrective,Scheduled,Medium,33.0,1.34,1.34,1039.46,80.83,1120.29,1.34,8.99,96.7,93.13,95.78,Yes
43514,20251101.0,19.0,119.0,4.0,Predictive,In Progress,Medium,51.0,3.64,4.21,526.47,194.66,721.13,3.64,20.1,94.9,91.6,85.83,No
43515,20251101.0,18.0,6.0,4.0,Preventive,Scheduled,Critical,60.0,3.05,2.63,623.6,194.62,818.22,3.05,5.29,94.0,93.02,88.59,No
43516,20251101.0,20.0,191.0,4.0,Preventive,Scheduled,Low,30.0,1.71,1.71,506.82,125.6,632.42,1.71,25.71,97.0,94.34,89.68,No
43517,20251101.0,19.0,158.0,4.0,Emergency,Completed,Medium,15.0,0.87,0.85,207.27,53.67,260.94,0.87,26.38,98.5,94.75,86.05,No
43518,20251101.0,18.0,174.0,4.0,Emergency,In Progress,Critical,25.0,2.56,2.36,392.87,133.26,526.13,2.56,18.24,97.5,95.68,96.56,No
43519,20251101.0,17.0,27.0,4.0,Predictive,Completed,Critical,59.0,3.35,3.18,917.65,161.7,1079.35,3.35,21.44,94.1,88.58,94.1,No
43520,20251101.0,24.0,26.0,5.0,Corrective,In Progress,Medium,40.0,2.34,2.04,343.64,116.18,459.82,2.34,52.72,96.0,92.09,97.22,No
43521,20251101.0,23.0,34.0,5.0,Preventive,Scheduled,High,25.0,2.85,2.77,237.48,141.04,378.52,2.85,17.03,97.5,94.25,83.41,No
43522,20251101.0,22.0,34.0,5.0,Emergency,In Progress,Medium,55.0,3.83,3.5,598.1,221.43,819.53,3.83,5.43,94.5,91.1,81.01,Yes
43523,20251101.0,23.0,10.0,5.0,Preventive,Completed,Low,23.0,2.53,2.31,430.34,167.14,597.48,2.53,7.4,97.7,92.75,95.84,No
43524,20251101.0,27.0,39.0,6.0,Predictive,Completed,Critical,16.0,1.75,1.72,235.46,144.67,380.13,1.75,24.44,98.4,95.19,85.29,No
43525,20251101.0,25.0,181.0,6.0,Corrective,In Progress,High,49.0,3.51,3.05,536.54,192.79,729.33,3.51,16.21,95.1,94.14,85.45,No
43526,20251101.0,26.0,142.0,6.0,Predictive,Scheduled,Low,10.0,3.15,3.5,558.44,268.98,827.42,3.15,7.81,99.0,97.95,93.52,No
43527,20251101.0,27.0,184.0,6.0,Predictive,Scheduled,High,52.0,3.16,3.21,511.17,248.33,759.5,3.16,27.45,94.8,92.24,88.45,No
43528,20251101.0,26.0,80.0,6.0,Emergency,Completed,Critical,29.0,1.24,1.04,395.24,53.09,448.33,1.24,6.91,97.1,94.62,99.9,No
43529,20251101.0,32.0,163.0,7.0,Corrective,Completed,Critical,22.0,2.75,3.25,148.24,253.37,401.61,2.75,25.09,97.8,95.0,84.14,No
43530,20251101.0,29.0,2.0,7.0,Predictive,In Progress,Critical,49.0,2.77,3.31,464.26,166.01,630.27,2.77,9.06,95.1,93.57,90.34,Yes
43531,20251101.0,30.0,101.0,7.0,Emergency,In Progress,High,44.0,1.81,2.0,392.69,106.69,499.38,1.81,11.71,95.6,92.22,92.35,No
43532,20251101.0,34.0,55.0,8.0,Preventive,Completed,High,51.0,3.24,3.34,359.26,151.77,511.03,3.24,64.53,94.9,89.65,88.44,No
43533,20251102.0,3.0,98.0,1.0,Corrective,Scheduled,High,25.0,3.08,3.05,330.79,200.29,531.08,3.08,5.0,97.5,92.7,83.36,No
43534,20251102.0,4.0,54.0,1.0,Predictive,Scheduled,Low,17.0,1.35,1.53,851.19,80.13,931.32,1.35,9.99,98.3,95.72,90.6,No
43535,20251102.0,2.0,30.0,1.0,Emergency,Completed,Low,24.0,3.32,3.48,1171.77,217.94,1389.71,3.32,16.19,97.6,93.93,92.74,No
43536,20251102.0,1.0,70.0,1.0,Emergency,Scheduled,Medium,42.0,3.17,3.39,1014.86,250.88,1265.74,3.17,7.57,95.8,94.58,89.5,Yes
43537,20251102.0,3.0,86.0,1.0,Predictive,In Progress,Low,14.0,1.72,1.9,585.52,115.15,700.67,1.72,5.49,98.6,92.97,94.52,No
43538,20251102.0,1.0,134.0,1.0,Predictive,Completed,Low,41.0,3.6,3.88,791.05,228.11,1019.16,3.6,10.04,95.9,91.05,86.89,No
43539,20251102.0,4.0,30.0,1.0,Emergency,Completed,Low,44.0,2.07,1.8,602.85,122.69,725.54,2.07,7.47,95.6,90.88,86.39,Yes
43540,20251102.0,8.0,85.0,2.0,Preventive,Scheduled,Critical,57.0,3.7,3.03,710.16,178.66,888.82,3.7,8.05,94.3,90.28,95.15,No
43541,20251102.0,11.0,81.0,2.0,Corrective,Scheduled,Medium,9.0,3.12,3.52,338.7,164.95,503.65,3.12,18.79,99.1,94.25,91.88,Yes
43542,20251102.0,10.0,122.0,2.0,Emergency,Scheduled,Critical,8.0,2.68,2.38,249.0,179.45,428.45,2.68,20.23,99.2,94.85,97.42,No
43543,20251102.0,11.0,52.0,2.0,Preventive,In Progress,Medium,48.0,2.44,2.63,697.75,177.16,874.91,2.44,5.47,95.2,93.4,91.11,No
43544,20251102.0,11.0,40.0,2.0,Predictive,Scheduled,Medium,44.0,2.02,2.35,593.98,125.56,719.54,2.02,28.09,95.6,93.21,93.94,No
43545,20251102.0,11.0,186.0,2.0,Preventive,In Progress,Low,57.0,1.73,1.98,458.62,149.12,607.74,1.73,16.97,94.3,89.57,95.26,No
43546,20251102.0,10.0,95.0,2.0,Corrective,Completed,Low,34.0,3.45,3.27,629.2,182.62,811.82,3.45,14.09,96.6,94.34,89.46,Yes
43547,20251102.0,9.0,107.0,2.0,Preventive,Completed,Low,11.0,1.03,1.04,323.1,47.6,370.7,1.03,16.41,98.9,97.89,89.66,No
43548,20251102.0,7.0,122.0,2.0,Emergency,In Progress,High,22.0,1.71,1.9,544.93,149.44,694.37,1.71,11.41,97.8,92.49,92.66,Yes
43549,20251102.0,14.0,166.0,3.0,Predictive,Scheduled,High,9.0,2.67,2.75,834.67,199.55,1034.22,2.67,9.48,99.1,93.73,92.71,No
43550,20251102.0,13.0,29.0,3.0,Corrective,Scheduled,Low,20.0,2.13,2.07,315.0,168.07,483.07,2.13,20.33,98.0,94.0,95.53,No
43551,20251102.0,15.0,31.0,3.0,Preventive,In Progress,High,41.0,2.18,1.77,302.87,94.68,397.55,2.18,43.55,95.9,93.13,90.29,No
43552,20251102.0,16.0,20.0,3.0,Predictive,In Progress,High,50.0,3.57,4.04,1018.24,191.22,1209.46,3.57,21.12,95.0,93.54,92.2,Yes
43553,20251102.0,12.0,12.0,3.0,Emergency,In Progress,Low,7.0,2.6,2.82,474.17,132.7,606.87,2.6,9.74,99.3,95.78,94.84,No
43554,20251102.0,14.0,160.0,3.0,Predictive,Completed,Critical,33.0,3.08,2.97,739.03,152.88,891.91,3.08,26.93,96.7,95.4,89.47,Yes
43555,20251102.0,16.0,29.0,3.0,Preventive,Completed,Low,9.0,2.9,2.77,870.14,219.04,1089.18,2.9,12.35,99.1,93.17,91.88,Yes
43556,20251102.0,15.0,75.0,3.0,Predictive,In Progress,Critical,39.0,1.94,1.82,407.3,95.12,502.42,1.94,29.83,96.1,92.15,88.53,No
43557,20251102.0,17.0,176.0,4.0,Corrective,In Progress,High,39.0,1.75,1.84,430.75,132.13,562.88,1.75,25.06,96.1,94.04,100.0,No
43558,20251102.0,18.0,41.0,4.0,Corrective,Scheduled,Critical,42.0,1.81,2.04,395.8,141.34,537.14,1.81,22.87,95.8,92.52,86.42,No
43559,20251102.0,18.0,157.0,4.0,Corrective,Scheduled,Critical,51.0,3.74,4.03,434.29,255.86,690.15,3.74,15.28,94.9,92.16,92.39,No
43560,20251102.0,18.0,23.0,4.0,Preventive,Completed,Critical,40.0,2.33,2.46,256.86,154.1,410.96,2.33,20.8,96.0,93.95,88.62,No
43561,20251102.0,19.0,6.0,4.0,Emergency,Completed,Medium,54.0,3.05,2.67,547.14,193.94,741.08,3.05,18.27,94.6,89.07,89.39,No
43562,20251102.0,21.0,43.0,5.0,Emergency,Scheduled,High,50.0,2.31,2.75,516.29,147.87,664.16,2.31,15.3,95.0,93.68,100.0,No
43563,20251102.0,24.0,65.0,5.0,Predictive,Completed,Critical,57.0,2.4,2.01,271.31,151.24,422.55,2.4,23.32,94.3,91.16,96.51,Yes
43564,20251102.0,23.0,61.0,5.0,Predictive,Completed,Low,12.0,2.57,2.92,195.26,147.22,342.48,2.57,8.05,98.8,96.7,87.94,No
43565,20251102.0,22.0,172.0,5.0,Preventive,Completed,High,21.0,1.27,1.28,323.3,98.38,421.68,1.27,21.72,97.9,93.56,97.5,No
43566,20251102.0,21.0,128.0,5.0,Emergency,Scheduled,High,23.0,1.03,1.23,683.74,57.55,741.29,1.03,5.77,97.7,91.89,85.49,No
43567,20251102.0,25.0,36.0,6.0,Corrective,Completed,Medium,22.0,1.29,1.52,446.81,106.21,553.02,1.29,13.88,97.8,92.19,92.39,No
43568,20251102.0,25.0,142.0,6.0,Emergency,Scheduled,High,26.0,3.31,3.44,556.47,197.14,753.61,3.31,10.13,97.4,92.87,90.24,No
43569,20251102.0,28.0,151.0,6.0,Corrective,Completed,Critical,17.0,2.72,3.19,340.68,226.35,567.03,2.72,18.89,98.3,95.06,93.21,No
43570,20251102.0,25.0,118.0,6.0,Predictive,Scheduled,High,15.0,2.92,2.45,652.34,141.41,793.75,2.92,13.37,98.5,92.88,98.77,No
43571,20251102.0,27.0,184.0,6.0,Preventive,Completed,Low,23.0,0.96,0.86,268.41,53.75,322.16,0.96,14.26,97.7,96.56,91.9,Yes
43572,20251102.0,32.0,173.0,7.0,Predictive,In Progress,High,32.0,2.06,1.95,405.18,128.76,533.94,2.06,43.89,96.8,92.32,88.52,No
43573,20251102.0,29.0,190.0,7.0,Emergency,In Progress,Low,24.0,3.05,2.9,665.29,181.01,846.3,3.05,32.17,97.6,93.53,93.46,No
43574,20251102.0,38.0,51.0,8.0,Predictive,In Progress,High,30.0,2.24,2.09,107.77,157.51,265.28,2.24,67.97,97.0,95.55,96.24,No
43575,20251103.0,6.0,145.0,1.0,Preventive,Scheduled,High,9.0,1.49,1.6,495.09,84.09,579.18,1.49,7.98,99.1,94.74,81.01,No
43576,20251103.0,3.0,98.0,1.0,Preventive,In Progress,Low,48.0,3.57,3.23,1016.89,253.11,1270.0,3.57,13.06,95.2,89.99,85.28,No
43577,20251103.0,6.0,198.0,1.0,Preventive,Scheduled,High,58.0,3.4,2.74,290.11,145.62,435.73,3.4,12.86,94.2,92.23,81.65,No
43578,20251103.0,1.0,30.0,1.0,Preventive,In Progress,Critical,39.0,2.51,2.51,1299.55,174.1,1473.65,2.51,17.07,96.1,93.7,92.09,Yes
43579,20251103.0,3.0,98.0,1.0,Corrective,In Progress,Low,11.0,2.31,2.41,688.82,202.18,891.0,2.31,8.24,98.9,97.21,80.23,Yes
43580,20251103.0,2.0,30.0,1.0,Preventive,Completed,Low,33.0,2.03,2.32,1195.37,165.95,1361.32,2.03,12.29,96.7,93.32,92.79,No
43581,20251103.0,3.0,30.0,1.0,Corrective,Completed,Low,33.0,2.48,2.95,995.18,155.44,1150.62,2.48,22.54,96.7,92.71,88.44,No
43582,20251103.0,6.0,100.0,1.0,Predictive,Scheduled,Low,32.0,1.15,0.97,251.08,55.94,307.02,1.15,31.36,96.8,94.93,87.51,No
43583,20251103.0,2.0,100.0,1.0,Corrective,Scheduled,Low,53.0,2.43,2.14,982.03,128.38,1110.41,2.43,13.83,94.7,91.65,88.37,No
43584,20251103.0,7.0,52.0,2.0,Corrective,Scheduled,Medium,47.0,3.28,2.77,645.31,213.19,858.5,3.28,6.92,95.3,89.78,92.95,No
43585,20251103.0,7.0,122.0,2.0,Corrective,Scheduled,Critical,13.0,2.56,2.27,376.23,179.15,555.38,2.56,20.98,98.7,95.34,96.28,Yes
43586,20251103.0,8.0,66.0,2.0,Preventive,Completed,Critical,53.0,3.26,2.65,427.81,131.86,559.67,3.26,12.95,94.7,91.96,88.85,No
43587,20251103.0,10.0,178.0,2.0,Corrective,Completed,High,34.0,1.69,1.43,692.02,76.69,768.71,1.69,4.46,96.6,94.88,91.78,No
